,id,name,size,info
4914,1841,^201^Thallium,308," C0303322, "
1119,1842,"Unsaturated fatty acid, NOS",332," C0015690, "
1814,1843,Rice Preparation,312," C1509547, "
1407,1844,Bos taurus brain preparation,274," C3505518, "
2333,1845,Glutathione S Transferase,286," C0017837, "
1977,1846,Domperidon,330," C0013015, "
579,1847,indole,261," C0021236, "
3377,1848,irritant,348," C0022108, "
2263,1849,"Paraffin, NOS",319," C0030415, "
2020,1850,Phosphofructokinases,247," C0162449, "
1050,1851,trypsin inhibitor,256," C0041242, "
405,1852,precipitin,269," C0032936, "
2775,1853,MARIJUANA,292," C0024808, "
4173,1854,Cannabis substance,292," C0678449, "
2546,1855,anthracycline antibiotic,337," C0003234, "
3155,1856,"complement C3a, des-Arg-(77)-",254," C0056180, "
1877,1857,body ketones,233," C0022631, "
4262,1858,Dinitrophenols,298," C0012466, "
2631,1859,"Endorphin, NOS",319," C0014242, "
1053,1860,polycyclic aromatic hydrocarbon,231," C0032458, "
3059,1861,Sex Hormone-Binding Globulin,273," C0036883, "
3872,1862,Chloralose,331," C0008162, "
3575,1863,Acetylcysteine,289," C0001047, "
2727,1864,ARID1B wt Allele,385," C3539536, "
5418,1865,protein amino acid,236," C1874187, "
5703,1866,immunoglobulin A,319," C0020835, "
4304,1867,"Receptor, Nuclear",230," C0206588, "
5020,1868,Blood group antibody i,308," C0370188, "
2607,1869,Cytotoxin,385," C0010868, "
3923,1870,Procaine,340," C0033218, "
1504,1871,Cytosine,217," C0010843, "
1797,1872,NR3C2 gene,262," C1417835, "
989,1873,PSMA1 gene,312," C1419003, "
1272,1874,vitamin D3,301," C3265062, "
2841,1875,Xylose,266," C0043375, "
3599,1876,C9 gene,249," C1413029, "
1806,1877,Dobutamine,329," C0012963, "
5984,1878,agents chemotherapeutic,368," C0729502, "
2726,1879,enzyme substrate,299," C0178623, "
4519,1880,Saccharin,245," C0036023, "
609,1881,CD71 Antigen,259," C1619635, "
489,1882,"Hyaluronidase, NOS",323," C0020197, "
4069,1883,"Immunoglobulin G, Human",317," C2702333, "
1476,1884,Vitamin IV solution additives,349," C3540032, "
3281,1885,VITAMINS [VA Class],349," C3714649, "
3270,1886,Meperidine,313," C0025376, "
4066,1887,Local Anesthetic [EPC],404," C3536836, "
219,1888,Angiotensinogen,233," C0003017, "
5728,1889,hexose,269," C0019494, "
5427,1890,carbonate dehydratase,285," C0007028, "
2943,1891,Mianserin,303," C0025912, "
4133,1892,"Cardiac glycoside, NOS",401," C0007158, "
2675,1893,ATG5 wt Allele,245," C3541260, "
1192,1894,estradiol ethinyl,310," C0015011, "
561,1895,Fab Immunoglobulins,255," C0021031, "
5025,1896,acid palmitic,293," C0030234, "
1360,1897,"1,2 Dipalmitoylphosphatidylcholine",238," C0000039, "
2745,1898,Cathepsin D,247," C0007427, "
2615,1899,CTSD gene,247," C1332805, "
4593,1900,"Pesticide, NOS",325," C0031253, "
4181,1901,quinone,223," C0034435, "
5997,1902,Coenzyme A,234," C0009226, "
2656,1903,Tetraethylammonium,232," C0076252, "
3057,1904,THBD wt Allele,335," C3540468, "
3301,1905,Tubocurarine,332," C0041345, "
5706,1906,POLE gene,387," C1418729, "
5068,1907,ribonucleoprotein,274," C0035544, "
2630,1908,fraction liver,313," C0982262, "
3785,1909,Inosine,301," C0021528, "
2431,1910,Interferon gamma [EPC],251," C2757040, "
5350,1911,"SHORT-ROOT protein, Arabidopsis",330," C1439030, "
2148,1912,NR3C2 wt Allele,259," C1705928, "
3582,1913,DNA Polymerase Epsilon Catalytic Subunit A,383," C3811771, "
688,1914,RO 15-1788,235," C0700979, "
2404,1915,MLN gene,243," C1417190, "
1219,1916,methylamine,226," C0066318, "
2151,1917,Progestin [EPC],297," C3536710, "
5887,1918,Immunofluorescent stain,386," C0183489, "
3067,1919,"Interleukin 2 Receptor, Alpha",237," C1101536, "
756,1920,Thioguanine,286," C0039902, "
4258,1921,Aprotinin,316," C0003641, "
5298,1922,RINGER'S,303," C1875730, "
5644,1923,"Complement factor B, NOS",291," C0033453, "
2711,1924,"Protease inhibitors, direct acting antivirals",360," C3540755, "
946,1925,ringers solution,282," C0073386, "
1841,1926,CD96 gene,339," C1424619, "
181,1927,ash preparation,268," C0994955, "
1652,1928,Busulphan,341," C0006463, "
1571,1929,PF4 gene,300," C1335206, "
5034,1930,RNF130 wt Allele,295," C3811116, "
4691,1931,Spironolactone,337," C0037982, "
3568,1932,n hexane,277," C0068008, "
1587,1933,propionate testosterone,258," C0039607, "
2819,1934,"Inhibitors, Angiotensin-Converting Enzyme",403," C0003015, "
1691,1935,natriuretics,333," C0597421, "
1178,1936,Uracil,240," C0041917, "
1951,1937,sulfhydryl reagent,289," C0038738, "
1247,1938,Serum Amyloid Protein A,336," C0002723, "
2487,1939,"Fatty Acids, Polyunsaturated",295," C0032615, "
1429,1940,Sickle haemoglobin,305," C0019043, "
315,1941,"Nitrosamine, NOS",241," C0028197, "
343,1942,"2',5'-oligoadenylate",295," C0045143, "
4563,1943,Thyroid Stimulating Hormone [EPC],280," C2825077, "
345,1944,1-Butanol,253," C0089147, "
683,1945,carboxylesterase,273," C0054741, "
3623,1946,"Haemolysin, NOS",256," C0019053, "
2517,1947,"Markers, Tumor",313," C0041365, "
5691,1948,TRIM13 gene,228," C1367699, "
5208,1949,TRIM13 wt Allele,228," C1706434, "
3969,1950,Dopamine beta-Monooxygenase,281," C0013032, "
4462,1951,Mitoxantrone,301," C0026259, "
5318,1952,deoxycholate,241," C0086123, "
1448,1953,Anti-coagulant [EPC],418," C3536711, "
1251,1954,GHRH gene,237," C1333674, "
1711,1955,CHP1 gene,230," C1846989, "
5900,1956,Melanins,281," C0025196, "
755,1957,"AR protein, human",233," C1447749, "
5255,1958,"protein C, human",271," C1949480, "
3445,1959,ADK gene,278," C1412243, "
1785,1960,acid chenodeoxycholic,251," C0008024, "
4408,1961,fat saturated,289," C0597423, "
4493,1962,LAPTM5 gene,294," C1537525, "
3186,1963,"2,4-Dinitrophenol",284," C0045511, "
1548,1964,reducing agent,261," C0376446, "
3812,1965,Somatotropin-Releasing Hormone,246," C0037668, "
921,1966,CD9 gene,252," C1413246, "
1184,1967,CD1A wt Allele,262," C3273701, "
1370,1968,Immune Globulin (Human),334," C0358321, "
6009,1969,Vidarabine,318," C0042646, "
564,1970,messenger protein,276," C0169911, "
4319,1971,Thymine,221," C0040087, "
115,1972,PIGA wt Allele,378," C3272444, "
4979,1973,Phosphatidylinositol N-Acetylglucosaminyltransferase Subunit A,378," C3272445, "
5549,1974,"AKR1A1 protein, human",237," C3659502, "
3195,1975,Sodium Channels,230," C0037492, "
4403,1976,"Growth Factors, Fibroblast",272," C0016026, "
5902,1977,DNLZ gene,293," C2239359, "
566,1978,Malondialdehyde,280," C0024643, "
1808,1979,maltoses,219," C0024658, "
995,1980,"Growth Hormone, Recombinant",327," C0376560, "
3615,1981,Secure - resin cement,419," C0659450, "
519,1982,silastic,335," C0074517, "
3823,1983,"Cardiac depressant drug, NOS",337," C0301380, "
4225,1984,Anti-DNA Antibody,292," C0282056, "
684,1985,Hemoglobin.fetal,279," C0015936, "
5735,1986,benzoquinone,226," C0053241, "
329,1987,azacytidine,274," C0004475, "
4638,1988,IgG2A,233," C0020857, "
4893,1989,leupeptin,264," C0064858, "
5871,1990,"Helium, NOS",378," C0018880, "
919,1991,Nuclear deoxyribonucleic acid,288," C1179920, "
3401,1992,Guanidine Hydrochloride,253," C0120447, "
4031,1993,Probenecid,281," C0033209, "
4276,1994,diphenyl (fungicide),271," C0058372, "
4524,1995,pyridine,291," C0034255, "
4698,1996,Structural protein,278," C0582263, "
5669,1997,Xanthine Oxidase,254," C0043317, "
4635,1998,glycoside,330," C0017977, "
2663,1999,Relaxin,234," C0035031, "
1006,2000,acetazolamides,298," C0000981, "
1928,2001,hypnotic,318," C0020591, "
316,2002,Antiepileptic Agent,320," C0003299, "
2493,2003,Tissue Extracts,279," C0040291, "
5463,2004,"Thromboplastin, NOS",346," C0040048, "
5202,2005,LPO gene,233," C1416903, "
5389,2006,Pancuronium,298," C0030310, "
999,2007,release factor,322," C0599947, "
3787,2008,Blood Urea Nitrogen,316," C0600137, "
5782,2009,vaccine tetanus,276," C0039620, "
5275,2010,"Hydroxyanisole, Butylated",251," C0006506, "
80,2011,Soman,284," C0037643, "
5883,2012,Stop brand of fluoride,474," C0723457, "
1549,2013,Motilin,227," C0026594, "
4363,2014,A-17,392," C0050288, "
1258,2015,Nischarin,378," C0963236, "
116,2016,s100 protein,250," C0027758, "
2306,2017,"Ticarcillin, NOS",258," C0040193, "
1229,2018,Non-esterified cholesterol,226," C0368909, "
3707,2019,IGF2 gene,238," C1334091, "
4542,2020,"NR4A2 protein, human",335," C1142652, "
906,2021,^99m^Technetium,351," C0303611, "
766,2022,Methoxamine,331," C0025681, "
3227,2023,colfosceril palmitate,235," C0216971, "
53,2024,alpha-Bungarotoxin,230," C0002246, "
3361,2025,Cephalothin,255," C0007735, "
335,2026,Ruthenium Red,294," C0035975, "
5907,2027,MME gene,293," C1366499, "
5831,2028,B-CELL GROWTH FACTOR,230," C1862295, "
5468,2029,monosaccharide,226," C0026492, "
3881,2030,(-)-Quinine,293," C0034417, "
3053,2031,Dimyristoylphosphatidylcholine,217," C0012456, "
1737,2032,One-Step dentin bonding system,367," C0534010, "
4,2033,Fat - dietary,331," C0012171, "
1659,2034,Anti-Immunoglobulin E antibody,255," C0051978, "
4291,2035,Succinylcholine,290," C0038627, "
5143,2036,cesium chloride,245," C0055134, "
5993,2037,"Trace element, NOS",344," C0040577, "
190,2038,Acetylmuramyl Alanyl Isoglutamine,224," C0001060, "
18,2039,azide,240," C0004492, "
5917,2040,Veratridine,217," C0042525, "
1685,2041,RRM1 gene,332," C1335648, "
1220,2042,pyridine,290," C0034251, "
2353,2043,CFP gene,307," C1418482, "
981,2044,Autograft Material,343," C0559189, "
5456,2045,phencyclidines,285," C0031381, "
5515,2046,"Phenothiazine, NOS",312," C0031434, "
5197,2047,alcohol dehydrogenases,238," C0001942, "
2061,2048,"Protein S, NOS",271," C0072393, "
4813,2049,"Histocompatibility Antigen, Class I",311," C0019629, "
4620,2050,Cephamandole,260," C0007541, "
5659,2051,CDCA7L gene,332," C1824685, "
2826,2052,3-Hydroxybutyrate,226," C0106006, "
1016,2053,glycoconjugate,258," C0017906, "
4290,2054,narcotic,358," C0027415, "
4440,2055,barbituric acid salt,367," C0220791, "
466,2056,Barbiturate [EPC],367," C3536849, "
5913,2057,NISCH gene,376," C1425233, "
2758,2058,NISCH wt Allele,376," C3540559, "
313,2059,Quinacrine,308," C0034403, "
1418,2060,IGH gene,253," C0017351, "
805,2061,Guanidines,242," C0120446, "
4129,2062,FDX1 gene,224," C1414571, "
4875,2063,"Acid Diethylamide, Lysergic",246," C0024334, "
2291,2064,PROS1 gene,270," C1418948, "
1471,2065,Myeloperoxidase stain,242," C0440053, "
1393,2066,Neutralising antibody,264," C0475463, "
1087,2067,"Interleukin, NOS",283," C0021764, "
4891,2068,Anti-IgE [EPC],250," C2825096, "
987,2069,Cigarette Dosage Form,288," C1704760, "
3725,2070,Proton-Translocating ATPases,243," C0018437, "
4729,2071,cathepsin G,246," C0054868, "
3774,2072,Sedative and Hypnotic,341," C0020592, "
4995,2073,ACIN1 gene,285," C1442495, "
3033,2074,Succinate Dehydrogenase,259," C0038615, "
1072,2075,Nucleic acid regulatory sequence,266," C0034987, "
5424,2076,Glucose 50 MG/ML,262," C0985452, "
3669,2077,soluble antigen,272," C0301838, "
2004,2078,Deferoxamine,253," C0011145, "
3932,2079,Pyrenzepine,290," C0031978, "
5210,2080,SERPINA7 gene,220," C1420598, "
5525,2081,"Nuclease, Micrococcal",215," C0025965, "
2168,2082,Depot Extended Release Dosage Form,389," C3830287, "
4359,2083,Aniline,228," C0003036, "
2510,2084,Hypoglycaemic agent,319," C0020616, "
704,2085,methaemoglobin,245," C0025635, "
5429,2086,metaperiodate,224," C0074745, "
4853,2087,EGFR gene,216," C1414313, "
5375,2088,Compound 48-80,297," C0009574, "
1938,2089,creatines,264," C0010286, "
2893,2090,Cephazolin,261," C0007546, "
402,2091,Carbenicillin,255," C0006976, "
2467,2092,genes mutant,288," C0678941, "
3418,2093,Adrenodoxins,221," C0001657, "
186,2094,Dehydroepiandrosterone sulphate,243," C0057277, "
1261,2095,clofibrates,238," C0009002, "
4871,2096,HIST1H1C gene,369," C1415386, "
5985,2097,RAPGEF5 gene,296," C1424601, "
3786,2098,Histone H1,239," C0019644, "
4063,2099,BLOC1S3 gene,327," C1538326, "
1854,2100,S-Adenosylmethionine,257," C0036002, "
1005,2101,4-methoxyamphetamine,244," C0048451, "
851,2102,Dietary Arsenic,304," C2348256, "
150,2103,"Chemotactic Factors, Macrophage",219," C0008015, "
1015,2104,protein synthesis inhibitor,306," C0033671, "
2298,2105,Folic Acid,307," C0016410, "
3783,2106,Calcium Binding Proteins,294," C0006732, "
1295,2107,Human Immunoglobulin [EPC],319," C3537193, "
5885,2108,nf1 Genes,319," C0085113, "
5320,2109,GPX1 Gene,252," C1415275, "
4661,2110,Isotretinoin,280," C0022265, "
1758,2111,Sustained Release Dosage Form,356," C1710261, "
835,2112,q10 coenzyme,300," C0056077, "
5209,2113,"Peroxidase, Glutathione",252," C0017822, "
2488,2114,Netilmicin,254," C0027780, "
2497,2115,ACSM3 gene,308," C1825840, "
4702,2116,"PTPN22 protein, human",296," C1335057, "
1970,2117,Anticholinergic [EPC],373," C3537004, "
143,2118,cortisones,392," C0010137, "
2436,2119,Neomycin,325," C0027603, "
4621,2120,IgG Receptors,219," C0123263, "
2728,2121,EGR3 gene,427," C1414316, "
1836,2122,Pilocarpine,334," C0031923, "
1482,2123,Pentetic Acid,268," C0013254, "
3528,2124,Gene Feature,218," C1517495, "
5460,2125,Puromycin,276," C0034145, "
5690,2126,Antinuclear Antibodies,375," C0003243, "
264,2127,sulphonamides,323," C0038760, "
3425,2128,"Protein C, NOS",257," C0033621, "
3596,2129,"Steroid hormone, NOS",302," C0301818, "
1227,2130,Drops - Drug Form,381," C0991568, "
4301,2131,CR1 Gene,248," C1413694, "
5854,2132,Ricins,254," C0035569, "
4597,2133,anthracycline,324," C0282564, "
2975,2134,Polyvalent pneumococcal vaccine,278," C0305065, "
1161,2135,TNFRSF25 gene,295," C1420806, "
4315,2136,sedatives,356," C0036557, "
393,2137,fixative,316," C0016184, "
3878,2138,Spore stain,234," C0440049, "
4900,2139,peptide nucleic acid,253," C0600500, "
4484,2140,phosphodiesterase inhibitor,300," C0031638, "
1827,2141,Alpha-Ketoglutarate,233," C1291208, "
1359,2142,Retinoblastoma Protein,304," C0080113, "
2468,2143,"Herbicide, NOS",288," C0019236, "
1266,2144,TXNRD1 wt Allele,318," C3811249, "
2380,2145,somatostatin-like immunoreactivity,222," C0143060, "
3729,2146,Myosin light chain,290," C0027108, "
1668,2147,"HLA-B antigen, NOS",340," C0019737, "
1405,2148,catechol,244," C0007413, "
3286,2149,Etomidate,220," C0015131, "
1387,2150,5-nucleotidase,252," C0000530, "
1998,2151,GHRH wt Allele,227," C1706512, "
1381,2152,Dopaminergic Agonist [EPC],280," C3536925, "
2864,2153,"Tetrachloride, Carbon",285," C0007022, "
5028,2154,aldehyde dehydrogenases,231," C0684287, "
3355,2155,GRAP2 gene,307," C1415284, "
1096,2156,"Chlorine, NOS",264," C0008209, "
1819,2157,Aphidicolin,225," C0085171, "
2302,2158,LIPG gene,325," C1416870, "
2304,2159,PADI4 wt Allele,390," C3540603, "
152,2160,Latices,337," C0023115, "
2429,2161,Cream,321," C1378128, "
5689,2162,acid nalidixic,263," C0027353, "
3029,2163,immunoglobulin A.secretory,296," C0020838, "
4946,2164,Adrenergic alpha-Agonist,317," C0001640, "
4167,2165,"Branched-chain amino acid, NOS",235," C0002521, "
154,2166,SNAI1 Gene,319," C1420267, "
2312,2167,ORM1 gene,252," C1418186, "
3495,2168,Fluorescent probes,242," C0016321, "
3201,2169,dimazine,220," C0058187, "
3028,2170,Brachyury Protein Antibody,262," C3714972, "
4422,2171,"Placental Lactogen, Human",231," C0032052, "
4065,2172,Thyroxin-Binding Globulin,218," C0087090, "
4801,2173,"Insecticide, NOS",313," C0021576, "
4862,2174,Phenylbutazone,290," C0031463, "
2235,2175,"Haemostatic agent, NOS",433," C0019120, "
232,2176,LIPG wt Allele,321," C3815598, "
1500,2177,epoxy resin,275," C0014631, "
2755,2178,Pregnant Mare Serum Gonadotropins,215," C1136247, "
1729,2179,2-deoxyadenosine,264," C0045183, "
3586,2180,nuclear protein,241," C0028589, "
2099,2181,Phospholipases,282," C0031671, "
2769,2182,Nimodipine,329," C0028094, "
6006,2183,ethidium bromide,280," C0019873, "
422,2184,xanthine,305," C0043318, "
5655,2185,FUSE gene,297," C1414861, "
1910,2186,Serine Protease,242," C2717971, "
1256,2187,TXNRD2 wt Allele,324," C3811250, "
248,2188,"Indium, NOS",408," C0021223, "
4546,2189,a hemoglobin,264," C0019016, "
4427,2190,Intercept Substance,339," C0598981, "
4186,2191,Tricyclic Antidepressant [EPC],330," C3536819, "
2279,2192,"Heavy metal, NOS",311," C0347988, "
2623,2193,Pyrilamine,325," C0034282, "
4215,2194,gonadal steroid hormone,317," C0036884, "
5161,2195,Vindesine,306," C0042682, "
5962,2196,AGXT gene,264," C1412290, "
5851,2197,"Polynucleotide, NOS",223," C0032550, "
3740,2198,HCRT wt Allele,240," C3811761, "
2303,2199,"Haptoglobin, NOS",268," C0018595, "
3498,2200,aryl hydrocarbon hydroxylase,230," C0003927, "
2922,2201,RPL3 gene,316," C1419655, "
3978,2202,Immunoglobulin IgG2,220," C0020856, "
305,2203,Sustain,381," C2732140, "
1417,2204,Prorenin,230," C0072249, "
6001,2205,"Steel, Stainless",291," C0038126, "
2530,2206,Beta-1-Adrenergic Receptor,298," C0001642, "
4682,2207,TNFRSF10B gene,302," C1336644, "
4025,2208,TNFRSF10B wt Allele,302," C1705132, "
1513,2209,Glyburide,250," C0017628, "
2334,2210,hormone receptors,263," C0019929, "
2442,2211,Methyltransferases,235," C0025831, "
486,2212,Fenclonine,254," C0030135, "
3571,2213,"Antifungal agent, NOS",304," C0003308, "
2865,2214,styrene,265," C0038515, "
5188,2215,Ceftizoxime,230," C0007560, "
3162,2216,water distilled,264," C0790233, "
2863,2217,Dietary Chlorine,260," C2348260, "
4002,2218,blue trypan,313," C0041213, "
5677,2219,CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,446," C3540015, "
1246,2220,CARDIOVASCULAR SYSTEM DRUGS,446," C3540036, "
4856,2221,"Monophosphate, Guanosine",234," C0018346, "
1563,2222,"Thioredoxin Reductase 1, Cytoplasmic",316," C3814410, "
1647,2223,alpha Methyltyrosine,220," C0051427, "
4975,2224,"Plant alkaloid, NOS",276," C0301258, "
1869,2225,Blood lactate,287," C3824990, "
3104,2226,C4A gene,285," C1412999, "
1233,2227,"Glutamate dehydrogenase, NOS",233," C0017786, "
5817,2228,Methane,278," C0025617, "
2857,2229,volatile fatty acid,223," C0015691, "
2511,2230,MTX1 gene,275," C1417487, "
2423,2231,mineralocorticoid,279," C0026160, "
1319,2232,Anti-Ulcer Agent,303," C0003216, "
2472,2233,a lipoprotein,307," C0065058, "
3993,2234,guanidine,234," C0018320, "
395,2235,SLC4A1 gene,331," C1420193, "
1406,2236,"Mercury, Dimethyl",278," C0166979, "
3254,2237,retinol binding protein,237," C0035342, "
5072,2238,Recombinant Gonadotropin,261," C1522385, "
776,2239,High-Density Polyethylene,291," C0752345, "
1146,2240,ML-7,272," C0128666, "
3862,2241,indoleacetic acid,237," C0936060, "
5283,2242,histamine h2 receptor,306," C0034815, "
5574,2243,receptor nicotinic,240," C0034830, "
1730,2244,CD19 Antigens,311," C0108748, "
2006,2245,"Structure, Molecular",277," C0026383, "
1714,2246,xenobiotic,251," C0043335, "
4876,2247,fluorescent dye,294," C0016320, "
2932,2248,MPZ gene,237," C1417248, "
3689,2249,Methylmercury Compounds,276," C0025794, "
5276,2250,various other anti-acne preparation combinations for topical use in ATC,408," C3540029, "
2071,2251,Iron in various other combinations,408," C3540767, "
1664,2252,rubbers,335," C0035918, "
5288,2253,Fructosediphosphate Aldolase,255," C0016762, "
2114,2254,IFNG gene,244," C1334085, "
3542,2255,Nomifensin,286," C0028277, "
1867,2256,Cleansing preparations,283," C0353043, "
2933,2257,S100A6 wt Allele,287," C3274822, "
5401,2258,protein dietary,275," C0012177, "
5489,2259,selenoprotein p,331," C0141947, "
1166,2260,hydroxylamine,263," C0020363, "
124,2261,Skin graft material,341," C0181078, "
4545,2262,Triad Acrylic Resin,373," C0076994, "
1002,2263,PLXNB1 gene,330," C1418664, "
5247,2264,SEPP1 gene,330," C1419968, "
2474,2265,MMEL1 gene,330," C1826261, "
5617,2266,SEPP1 wt Allele,330," C3815271, "
567,2267,Fenoterol,311," C0015840, "
4518,2268,ABCC8 gene,306," C1412082, "
902,2269,6-phosphatase glucose,238," C0017755, "
5769,2270,"Catechol, NOS",238," C0054858, "
3524,2271,Bepridil,264," C0005116, "
967,2272,S100A6 Gene,284," C1419788, "
3110,2273,Vasotocin,217," C0042418, "
3613,2274,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,296," C0044222, "
3921,2275,NBL1 gene,250," C0919442, "
2907,2276,NBL1 wt Allele,250," C1705347, "
5621,2277,New medications,396," C1718097, "
4274,2278,Carmoisine A,229," C0052799, "
5583,2279,"Antibody, Lymphocytotoxic",310," C0024284, "
2638,2280,Danazol,259," C0010961, "
5166,2281,Piroxicam,284," C0031990, "
4210,2282,Uridine Triphosphate,237," C0042010, "
1692,2283,Protein antigen,283," C1291777, "
5895,2284,immunoglobulin D,253," C0020843, "
5510,2285,Inamrinone,315," C0002697, "
1269,2286,Methylnitrosourea,267," C0025803, "
4786,2287,Liver cytosol,252," C1440928, "
4111,2288,"Antihistamine, NOS",391," C0003360, "
2347,2289,Ca(2+) Mg(2+)-ATPase,267," C0001477, "
1824,2290,activate charcoal,221," C0001275, "
3411,2291,RPS3 gene,309," C1335643, "
5353,2292,RPSA Gene,271," C1539696, "
4027,2293,CFC1 wt Allele,247," C1705780, "
5508,2294,Sulfonamide Anti-Infective Agents,320," C0599503, "
2881,2295,sulphides,252," C0038739, "
1055,2296,"Transaminase, Alanine",306," C0001899, "
10,2297,CD19 wt Allele,265," C1705085, "
5360,2298,RPL4 gene,310," C1419676, "
442,2299,MCIDAS gene,250," C3463911, "
5023,2300,Pseudocholinesterase,317," C0033791, "
2058,2301,Vitamin C Vitamins,315," C2349136, "
1175,2302,Vitamin C Drug Class,315," C3714687, "
4269,2303,Azlocillin,245," C0004499, "
5960,2304,Acebutolol,340," C0000946, "
4773,2305,AKAP4 gene,302," C1412316, "
4604,2306,"Complement component, NOS",354," C0312743, "
1688,2307,OPIOID ANALGESICS,298," C3541968, "
2287,2308,PSMD3 gene,309," C1419033, "
4880,2309,GAGE,351," C1521879, "
5026,2310,TBCEL gene,303," C1823249, "
717,2311,Tubulin-Specific Chaperone Cofactor E-Like Protein,303," C3811107, "
1856,2312,TBCEL wt Allele,303," C3811848, "
2395,2313,Sulphasalazine,281," C0036078, "
1209,2314,acyltransferase,255," C0001390, "
4251,2315,Suppository,247," C0038854, "
4844,2316,CLTC Gene,274," C1413512, "
1366,2317,AP5B1 gene,238," C3280555, "
3659,2318,polyacrylamides,287," C0071499, "
3433,2319,"Protein, Organized by Structure",228," C0175168, "
1164,2320,protein structure,228," C1510464, "
476,2321,TUBB4A gene,237," C1540127, "
5704,2322,insect allergenic extract,253," C0981916, "
5214,2323,Glucosaminidases,315," C0017724, "
5656,2324,congeners,328," C0678518, "
372,2325,"Monoamine oxidase inhibitor, NOS",307," C0026457, "
3025,2326,Proteolytic enzymes for treatment of wounds and ulcers,293," C3540759, "
5146,2327,Sodium Glutamate,260," C0037511, "
4486,2328,Pargyline,220," C0030557, "
1682,2329,Dihydroalprenolol,221," C0012278, "
425,2330,"Pill, NOS",281," C0994475, "
2831,2331,cytidines,233," C0010715, "
2664,2332,hydroxylamine,258," C0020362, "
3309,2333,TMEM132D gene,270," C1823394, "
2201,2334,receptor steroid,252," C0034840, "
4547,2335,Disulphiram,261," C0012772, "
3584,2336,orange acridine,237," C0001185, "
4889,2337,Fenfluramine,251," C0015827, "
1511,2338,2 adrenergic agonists alpha,280," C1268904, "
3105,2339,Pimozide,287," C0031935, "
5152,2340,Meslocillin,227," C0025893, "
3130,2341,Ingredient,311," C1550600, "
4902,2342,Metyrapone,223," C0025876, "
1813,2343,Enzyme precursor,224," C0014436, "
3684,2344,"Vaccines, Rabies",226," C0034496, "
493,2345,dermatan sulphate,231," C0011602, "
2043,2346,"Acids, Tannic",253," C0039294, "
2840,2347,432 ok,235," C0918027, "
3296,2348,Pb2+,302," C2346661, "
2921,2349,CALR Gene,324," C1413096, "
4302,2350,ionize calcium,295," C0373561, "
2180,2351,Cardiolipins,257," C0007188, "
5860,2352,Human Glandular Kallikrein 1,224," C0752224, "
1566,2353,NR4A1 gene,253," C1367453, "
2055,2354,Corrective,331," C0719519, "
572,2355,CFC1 gene,245," C1332788, "
2410,2356,Methylxanthine [EPC],303," C3536939, "
5239,2357,CALR wt Allele,322," C2987048, "
752,2358,xanthine,274," C0043314, "
5622,2359,hyaluronates,272," C0178695, "
332,2360,RELN gene,298," C1419337, "
898,2361,RELN wt Allele,298," C3539667, "
1557,2362,pyruvate dehydrogenase,215," C0034343, "
3800,2363,glycogen liver,225," C0023902, "
1093,2364,Dihydropyridine,250," C0012315, "
4860,2365,Dihydropyridine derivative calcium channel blocker (substance),250," C3537269, "
1112,2366,Ciprofloxacin,234," C0008809, "
2513,2367,Factor VII,264," C0015502, "
1679,2368,Calcium Glutamate,274," C0556252, "
1982,2369,Homocysteine,246," C0019878, "
739,2370,^14^Carbon,278," C0302945, "
2591,2371,"Salicylic acid, NOS",271," C0036079, "
3476,2372,SFTPA1 gene,333," C1420002, "
3047,2373,"Blood group antigen B, NOS",320," C0368721, "
4990,2374,Pitch - substance,262," C0137137, "
4567,2375,nucleotidase,225," C0220883, "
1303,2376,APCS gene,268," C1456795, "
1755,2377,thiocyanate,232," C0039887, "
3518,2378,Polyethylene,278," C0137914, "
1778,2379,MR vaccine,269," C0694746, "
5746,2380,Alpha-glucosidase,221," C0002272, "
2888,2381,acid citric,256," C0055819, "
2617,2382,histocompatibility antigen,299," C0019628, "
2880,2383,Bronchodilator Agents,328," C0006280, "
4814,2384,Prenalterol,281," C0033051, "
4687,2385,butanol,222," C0001977, "
5898,2386,Macrophage-1 Antigen,221," C0079785, "
337,2387,Antibody to protein,272," C1445860, "
327,2388,"Waxes, NOS",290," C0043076, "
2942,2389,NM-3,230," C1328200, "
3465,2390,Diethyldithiocarbamate,266," C0086154, "
2625,2391,TMEM121 gene,289," C1823381, "
4888,2392,"Oxide, Ethylene",218," C0015087, "
2158,2393,keto acid,220," C0022618, "
2025,2394,polyethylene,272," C0032487, "
4854,2395,Mexiletine,248," C0025887, "
257,2396,Retinoid [EPC],306," C3536891, "
5264,2397,monoamine oxidase a,229," C0026455, "
1997,2398,"Nucleoprotein, NOS",219," C0028612, "
3531,2399,"Chloride, Cadmium",264," C0054412, "
5024,2400,Lorazepam,259," C0024002, "
1349,2401,thiocyanate,233," C0220926, "
4780,2402,Vecuronium,239," C0242531, "
4388,2403,"Coagulation Factors, Blood",368," C0005789, "
3089,2404,HPS4 GENE,373," C1423767, "
6005,2405,Neomycin resistance gene,264," C1366752, "
2671,2406,Therapeutic agent (substance),379," C1611640, "
754,2407,Immunoglobulin IgG3,225," C0020859, "
227,2408,agents diagnostic,373," C0358514, "
4249,2409,Etoposide,258," C0015133, "
