,Unnamed: 0,source,target,width,color,name
865,1952,3448,1952,48.2,#0000FF,3448 (interacts with) 1952
866,1294,3449,1294,84.6,#0000FF,3449 (interacts with) 1294
867,1143,3449,1143,80.4,#FFA500,3449 (interacts with) 1143
868,2107,3450,2107,63.8,#FFA500,3450 (interacts with) 2107
869,3139,3450,3139,125.4,#0000FF,3450 (interacts with) 3139
870,3366,3451,3366,105.6,#0000FF,3451 (interacts with) 3366
871,2625,3451,2625,45.4,#FFA500,3451 (interacts with) 2625
872,3363,3452,3363,342.6,#0000FF,3452 (interacts with) 3363
873,2653,3452,2653,65.2,#FFA500,3452 (interacts with) 2653
874,2705,3453,2705,51.2,#FFA500,3453 (interacts with) 2705
875,2191,3453,2191,66.0,#0000FF,3453 (interacts with) 2191
876,2877,3454,2877,44.8,#FFA500,3454 (interacts with) 2877
877,2673,3454,2673,56.6,#0000FF,3454 (interacts with) 2673
878,3194,3455,3194,109.6,#0000FF,3455 (interacts with) 3194
879,1711,3455,1711,62.0,#FFA500,3455 (interacts with) 1711
880,466,3456,466,120.0,#FFA500,3456 (interacts with) 466
881,453,3456,453,121.2,#0000FF,3456 (interacts with) 453
882,2471,3457,2471,52.2,#FFA500,3457 (interacts with) 2471
883,1256,3457,1256,76.0,#0000FF,3457 (interacts with) 1256
884,448,3458,448,88.2,#FFA500,3458 (interacts with) 448
885,3096,3458,3096,155.0,#0000FF,3458 (interacts with) 3096
886,2588,3459,2588,52.6,#FFA500,3459 (interacts with) 2588
887,1656,3459,1656,72.4,#0000FF,3459 (interacts with) 1656
888,1281,3460,1281,74.6,#0000FF,3460 (interacts with) 1281
889,2652,3460,2652,66.6,#FFA500,3460 (interacts with) 2652
890,1551,3461,1551,51.6,#FFA500,3461 (interacts with) 1551
891,2400,3461,2400,51.8,#0000FF,3461 (interacts with) 2400
892,2255,3462,2255,57.2,#0000FF,3462 (interacts with) 2255
893,2811,3462,2811,49.0,#FFA500,3462 (interacts with) 2811
894,250,3463,250,112.4,#0000FF,3463 (interacts with) 250
895,2230,3463,2230,55.0,#FFA500,3463 (interacts with) 2230
896,1036,3464,1036,66.8,#FFA500,3464 (interacts with) 1036
897,3303,3464,3303,143.2,#0000FF,3464 (interacts with) 3303
898,1570,3465,1570,60.0,#FFA500,3465 (interacts with) 1570
899,1360,3465,1360,61.6,#0000FF,3465 (interacts with) 1360
900,502,3466,502,99.2,#0000FF,3466 (interacts with) 502
901,620,3466,620,95.4,#FFA500,3466 (interacts with) 620
902,634,3467,634,72.2,#0000FF,3467 (interacts with) 634
903,2040,3467,2040,43.4,#FFA500,3467 (interacts with) 2040
904,2089,3468,2089,52.8,#FFA500,3468 (interacts with) 2089
905,1329,3468,1329,64.0,#0000FF,3468 (interacts with) 1329
906,1479,3469,1479,62.6,#0000FF,3469 (interacts with) 1479
907,2131,3469,2131,49.6,#FFA500,3469 (interacts with) 2131
908,2834,3470,2834,44.4,#FFA500,3470 (interacts with) 2834
909,1296,3470,1296,68.0,#0000FF,3470 (interacts with) 1296
910,1840,3471,1840,74.8,#0000FF,3471 (interacts with) 1840
911,2001,3471,2001,63.6,#FFA500,3471 (interacts with) 2001
912,1887,3472,1887,80.8,#FFA500,3472 (interacts with) 1887
913,1207,3472,1207,99.2,#0000FF,3472 (interacts with) 1207
914,2862,3473,2862,48.4,#FFA500,3473 (interacts with) 2862
915,3251,3473,3251,202.4,#0000FF,3473 (interacts with) 3251
916,1284,3474,1284,69.8,#FFA500,3474 (interacts with) 1284
917,513,3474,513,117.8,#0000FF,3474 (interacts with) 513
918,2331,3475,2331,46.6,#FFA500,3475 (interacts with) 2331
919,904,3475,904,79.8,#0000FF,3475 (interacts with) 904
920,1989,3476,1989,52.8,#0000FF,3476 (interacts with) 1989
921,2838,3476,2838,44.0,#FFA500,3476 (interacts with) 2838
922,1461,3477,1461,65.2,#0000FF,3477 (interacts with) 1461
923,1727,3477,1727,51.8,#FFA500,3477 (interacts with) 1727
924,2836,3478,2836,46.4,#FFA500,3478 (interacts with) 2836
925,512,3478,512,123.8,#0000FF,3478 (interacts with) 512
926,2021,3479,2021,70.2,#0000FF,3479 (interacts with) 2021
927,2986,3479,2986,44.2,#FFA500,3479 (interacts with) 2986
928,975,3480,975,81.2,#0000FF,3480 (interacts with) 975
929,1969,3480,1969,63.6,#FFA500,3480 (interacts with) 1969
930,3406,3481,3406,88.2,#0000FF,3481 (interacts with) 3406
931,2282,3481,2282,47.4,#FFA500,3481 (interacts with) 2282
932,3140,3482,3140,124.2,#0000FF,3482 (interacts with) 3140
933,1295,3482,1295,53.8,#FFA500,3482 (interacts with) 1295
934,2025,3483,2025,51.0,#FFA500,3483 (interacts with) 2025
935,1754,3483,1754,57.0,#0000FF,3483 (interacts with) 1754
936,1121,3484,1121,74.6,#0000FF,3484 (interacts with) 1121
937,1525,3484,1525,63.4,#FFA500,3484 (interacts with) 1525
938,1193,3485,1193,54.2,#FFA500,3485 (interacts with) 1193
939,462,3485,462,82.6,#0000FF,3485 (interacts with) 462
940,2212,3486,2212,50.8,#0000FF,3486 (interacts with) 2212
941,2223,3486,2223,44.0,#FFA500,3486 (interacts with) 2223
942,593,3487,593,89.2,#FFA500,3487 (interacts with) 593
943,9,3487,9,157.4,#0000FF,3487 (interacts with) 9
944,1213,3488,1213,83.8,#FFA500,3488 (interacts with) 1213
945,3216,3488,3216,167.6,#0000FF,3488 (interacts with) 3216
946,960,3489,960,74.4,#FFA500,3489 (interacts with) 960
947,3265,3489,3265,107.0,#0000FF,3489 (interacts with) 3265
948,1752,3490,1752,46.2,#FFA500,3490 (interacts with) 1752
949,1156,3490,1156,60.2,#0000FF,3490 (interacts with) 1156
950,1832,3491,1832,67.2,#0000FF,3491 (interacts with) 1832
951,1240,3491,1240,58.2,#FFA500,3491 (interacts with) 1240
952,1742,3492,1742,61.0,#0000FF,3492 (interacts with) 1742
953,2738,3492,2738,53.6,#FFA500,3492 (interacts with) 2738
954,2182,3493,2182,65.8,#FFA500,3493 (interacts with) 2182
955,1272,3493,1272,69.8,#0000FF,3493 (interacts with) 1272
956,898,3494,898,89.0,#FFA500,3494 (interacts with) 898
957,3285,3494,3285,171.6,#0000FF,3494 (interacts with) 3285
958,2984,3495,2984,45.4,#FFA500,3495 (interacts with) 2984
959,2966,3495,2966,46.8,#0000FF,3495 (interacts with) 2966
960,1040,3496,1040,97.2,#FFA500,3496 (interacts with) 1040
961,3266,3496,3266,193.6,#0000FF,3496 (interacts with) 3266
962,551,3497,551,115.6,#0000FF,3497 (interacts with) 551
963,2054,3497,2054,71.6,#FFA500,3497 (interacts with) 2054
964,1046,3498,1046,93.2,#FFA500,3498 (interacts with) 1046
965,3371,3498,3371,192.4,#0000FF,3498 (interacts with) 3371
966,340,3499,340,155.2,#FFA500,3499 (interacts with) 340
967,3330,3499,3330,281.0,#0000FF,3499 (interacts with) 3330
968,405,3500,405,124.4,#0000FF,3500 (interacts with) 405
969,411,3500,411,113.0,#FFA500,3500 (interacts with) 411
970,498,3501,498,70.0,#FFA500,3501 (interacts with) 498
971,3287,3501,3287,132.8,#0000FF,3501 (interacts with) 3287
972,1041,3502,1041,79.0,#FFA500,3502 (interacts with) 1041
973,1451,3502,1451,84.8,#0000FF,3502 (interacts with) 1451
974,1764,3503,1764,56.8,#FFA500,3503 (interacts with) 1764
975,454,3503,454,82.4,#0000FF,3503 (interacts with) 454
976,2932,3504,2932,45.2,#FFA500,3504 (interacts with) 2932
977,735,3504,735,95.8,#0000FF,3504 (interacts with) 735
978,149,3505,149,121.4,#0000FF,3505 (interacts with) 149
979,886,3505,886,80.2,#FFA500,3505 (interacts with) 886
980,640,3506,640,101.0,#FFA500,3506 (interacts with) 640
981,3258,3506,3258,202.6,#0000FF,3506 (interacts with) 3258
982,990,3507,990,61.4,#0000FF,3507 (interacts with) 990
983,1810,3507,1810,48.0,#FFA500,3507 (interacts with) 1810
984,2537,3508,2537,61.6,#0000FF,3508 (interacts with) 2537
985,2995,3508,2995,44.4,#FFA500,3508 (interacts with) 2995
986,538,3509,538,83.2,#FFA500,3509 (interacts with) 538
987,3234,3509,3234,158.0,#0000FF,3509 (interacts with) 3234
988,2076,3510,2076,52.4,#0000FF,3510 (interacts with) 2076
989,2748,3510,2748,52.0,#FFA500,3510 (interacts with) 2748
990,3478,3511,3478,170.2,#0000FF,3511 (interacts with) 3478
991,1403,3511,1403,67.2,#FFA500,3511 (interacts with) 1403
992,2189,3512,2189,52.8,#FFA500,3512 (interacts with) 2189
993,197,3512,197,136.2,#0000FF,3512 (interacts with) 197
994,2193,3513,2193,65.0,#FFA500,3513 (interacts with) 2193
995,3193,3513,3193,114.6,#0000FF,3513 (interacts with) 3193
996,2029,3514,2029,45.2,#FFA500,3514 (interacts with) 2029
997,1595,3514,1595,56.8,#0000FF,3514 (interacts with) 1595
998,1130,3515,1130,77.0,#FFA500,3515 (interacts with) 1130
999,302,3515,302,111.4,#0000FF,3515 (interacts with) 302
1000,2819,3516,2819,51.4,#0000FF,3516 (interacts with) 2819
1001,2664,3516,2664,49.8,#FFA500,3516 (interacts with) 2664
1002,3185,3517,3185,136.0,#0000FF,3517 (interacts with) 3185
1003,1964,3517,1964,52.2,#FFA500,3517 (interacts with) 1964
1004,1268,3518,1268,43.8,#FFA500,3518 (interacts with) 1268
1005,48,3518,48,95.0,#0000FF,3518 (interacts with) 48
1006,556,3519,556,107.8,#0000FF,3519 (interacts with) 556
1007,2000,3519,2000,59.6,#FFA500,3519 (interacts with) 2000
1008,741,3520,741,88.8,#FFA500,3520 (interacts with) 741
1009,676,3520,676,92.0,#0000FF,3520 (interacts with) 676
1010,2501,3521,2501,57.0,#FFA500,3521 (interacts with) 2501
1011,1014,3521,1014,71.6,#0000FF,3521 (interacts with) 1014
1012,902,3522,902,80.6,#FFA500,3522 (interacts with) 902
1013,878,3522,878,81.4,#0000FF,3522 (interacts with) 878
1014,2285,3523,2285,63.0,#0000FF,3523 (interacts with) 2285
1015,2992,3523,2992,48.4,#FFA500,3523 (interacts with) 2992
1016,12,3524,12,172.6,#0000FF,3524 (interacts with) 12
1017,18,3524,18,169.4,#FFA500,3524 (interacts with) 18
1018,10,3525,10,178.6,#0000FF,3525 (interacts with) 10
1019,484,3525,484,108.0,#FFA500,3525 (interacts with) 484
1020,1776,3526,1776,62.2,#FFA500,3526 (interacts with) 1776
1021,821,3526,821,92.2,#0000FF,3526 (interacts with) 821
1022,1684,3527,1684,66.0,#FFA500,3527 (interacts with) 1684
1023,3310,3527,3310,213.6,#0000FF,3527 (interacts with) 3310
1024,457,3528,457,120.0,#FFC0CB,3528 (interacts with) 457
1025,465,3528,465,120.0,#FFC0CB,3528 (interacts with) 465
1026,1373,3529,1373,72.6,#0000FF,3529 (interacts with) 1373
1027,1987,3529,1987,54.8,#FFA500,3529 (interacts with) 1987
1028,2478,3530,2478,44.0,#FFA500,3530 (interacts with) 2478
1029,2423,3530,2423,45.4,#0000FF,3530 (interacts with) 2423
1030,3383,3531,3383,99.4,#FFA500,3531 (interacts with) 3383
1031,414,3531,414,100.6,#0000FF,3531 (interacts with) 414
1032,346,3532,346,98.0,#FFA500,3532 (interacts with) 346
1033,3286,3532,3286,338.0,#0000FF,3532 (interacts with) 3286
1034,1555,3533,1555,49.4,#0000FF,3533 (interacts with) 1555
1035,2168,3533,2168,48.4,#FFA500,3533 (interacts with) 2168
1036,2764,3534,2764,68.4,#FFA500,3534 (interacts with) 2764
1037,3223,3534,3223,185.6,#0000FF,3534 (interacts with) 3223
1038,865,3535,865,55.0,#0000FF,3535 (interacts with) 865
1039,872,3535,872,54.8,#FFA500,3535 (interacts with) 872
1040,942,3536,942,93.2,#FFA500,3536 (interacts with) 942
1041,1179,3536,1179,99.6,#0000FF,3536 (interacts with) 1179
1042,2655,3537,2655,68.4,#FFA500,3537 (interacts with) 2655
1043,995,3537,995,72.0,#0000FF,3537 (interacts with) 995
1044,778,3538,778,103.8,#FFA500,3538 (interacts with) 778
1045,565,3538,565,122.8,#0000FF,3538 (interacts with) 565
1046,1101,3539,1101,75.4,#0000FF,3539 (interacts with) 1101
1047,2152,3539,2152,56.0,#FFA500,3539 (interacts with) 2152
1048,2835,3540,2835,47.0,#FFA500,3540 (interacts with) 2835
1049,3262,3540,3262,204.0,#0000FF,3540 (interacts with) 3262
1050,693,3541,693,83.6,#0000FF,3541 (interacts with) 693
1051,1277,3541,1277,67.6,#FFA500,3541 (interacts with) 1277
1052,2300,3542,2300,63.4,#FFA500,3542 (interacts with) 2300
1053,1748,3542,1748,72.4,#0000FF,3542 (interacts with) 1748
1054,799,3543,799,110.4,#FFA500,3543 (interacts with) 799
1055,806,3543,806,115.4,#0000FF,3543 (interacts with) 806
1056,1548,3544,1548,46.4,#FFA500,3544 (interacts with) 1548
1057,1428,3544,1428,50.6,#0000FF,3544 (interacts with) 1428
1058,828,3545,828,67.8,#0000FF,3545 (interacts with) 828
1059,812,3545,812,54.2,#FFA500,3545 (interacts with) 812
1060,2758,3546,2758,53.2,#FFA500,3546 (interacts with) 2758
1061,2174,3546,2174,58.0,#0000FF,3546 (interacts with) 2174
1062,2438,3547,2438,54.2,#FFA500,3547 (interacts with) 2438
1063,3322,3547,3322,128.8,#0000FF,3547 (interacts with) 3322
1064,868,3548,868,71.6,#FFA500,3548 (interacts with) 868
1065,519,3548,519,106.6,#0000FF,3548 (interacts with) 519
1066,2363,3549,2363,45.0,#FFA500,3549 (interacts with) 2363
1067,489,3549,489,98.0,#0000FF,3549 (interacts with) 489
1068,2119,3550,2119,65.0,#FFA500,3550 (interacts with) 2119
1069,3413,3550,3413,127.4,#0000FF,3550 (interacts with) 3413
1070,3465,3551,3465,121.6,#0000FF,3551 (interacts with) 3465
1071,156,3551,156,106.8,#FFA500,3551 (interacts with) 156
1072,1607,3552,1607,60.6,#FFA500,3552 (interacts with) 1607
1073,585,3552,585,86.4,#0000FF,3552 (interacts with) 585
1074,1345,3553,1345,50.8,#FFA500,3553 (interacts with) 1345
1075,1010,3553,1010,65.8,#0000FF,3553 (interacts with) 1010
1076,2969,3554,2969,43.4,#FFA500,3554 (interacts with) 2969
1077,977,3554,977,82.6,#0000FF,3554 (interacts with) 977
1078,2279,3555,2279,62.0,#0000FF,3555 (interacts with) 2279
1079,2909,3555,2909,43.0,#FFA500,3555 (interacts with) 2909
1080,3441,3556,3441,175.0,#0000FF,3556 (interacts with) 3441
1081,2847,3556,2847,44.8,#FFA500,3556 (interacts with) 2847
1082,2141,3557,2141,46.6,#FFA500,3557 (interacts with) 2141
1083,1237,3557,1237,55.0,#0000FF,3557 (interacts with) 1237
1084,2610,3558,2610,49.6,#FFA500,3558 (interacts with) 2610
1085,2205,3558,2205,58.2,#0000FF,3558 (interacts with) 2205
1086,3039,3559,3039,257.8,#0000FF,3559 (interacts with) 3039
1087,567,3559,567,80.4,#FFA500,3559 (interacts with) 567
1088,1307,3560,1307,55.0,#FFA500,3560 (interacts with) 1307
1089,1801,3560,1801,58.4,#0000FF,3560 (interacts with) 1801
1090,25,3561,25,183.4,#0000FF,3561 (interacts with) 25
1091,2063,3561,2063,49.2,#FFA500,3561 (interacts with) 2063
1092,3159,3562,3159,114.2,#0000FF,3562 (interacts with) 3159
1093,2645,3562,2645,51.0,#FFA500,3562 (interacts with) 2645
1094,1532,3563,1532,57.2,#0000FF,3563 (interacts with) 1532
1095,2181,3563,2181,56.4,#FFA500,3563 (interacts with) 2181
1096,3438,3564,3438,329.2,#0000FF,3564 (interacts with) 3438
1097,1519,3564,1519,76.2,#FFA500,3564 (interacts with) 1519
1098,145,3565,145,143.6,#0000FF,3565 (interacts with) 145
1099,209,3565,209,133.4,#FFA500,3565 (interacts with) 209
1100,439,3566,439,102.6,#0000FF,3566 (interacts with) 439
1101,1767,3566,1767,49.8,#FFA500,3566 (interacts with) 1767
1102,2752,3567,2752,66.0,#FFA500,3567 (interacts with) 2752
1103,2583,3567,2583,71.6,#0000FF,3567 (interacts with) 2583
1104,3300,3568,3300,192.2,#0000FF,3568 (interacts with) 3300
1105,3462,3568,3462,106.2,#FFA500,3568 (interacts with) 3462
1106,2897,3569,2897,48.0,#FFA500,3569 (interacts with) 2897
1107,2599,3569,2599,57.0,#0000FF,3569 (interacts with) 2599
1108,3304,3570,3304,168.8,#0000FF,3570 (interacts with) 3304
1109,2446,3570,2446,45.4,#FFA500,3570 (interacts with) 2446
1110,2939,3571,2939,43.0,#FFA500,3571 (interacts with) 2939
1111,2911,3571,2911,52.0,#0000FF,3571 (interacts with) 2911
1112,2554,3572,2554,49.0,#FFA500,3572 (interacts with) 2554
1113,3176,3572,3176,98.8,#0000FF,3572 (interacts with) 3176
1114,1576,3573,1576,50.4,#FFA500,3573 (interacts with) 1576
1115,1200,3573,1200,60.4,#0000FF,3573 (interacts with) 1200
1116,2592,3574,2592,46.2,#FFA500,3574 (interacts with) 2592
1117,653,3574,653,98.0,#0000FF,3574 (interacts with) 653
1118,1429,3575,1429,48.0,#FFA500,3575 (interacts with) 1429
1119,3316,3575,3316,146.6,#0000FF,3575 (interacts with) 3316
1120,1459,3576,1459,61.0,#FFA500,3576 (interacts with) 1459
1121,1095,3576,1095,87.8,#0000FF,3576 (interacts with) 1095
1122,1003,3577,1003,95.6,#0000FF,3577 (interacts with) 1003
1123,2450,3577,2450,70.2,#FFA500,3577 (interacts with) 2450
1124,1356,3578,1356,59.2,#FFA500,3578 (interacts with) 1356
1125,3243,3578,3243,89.4,#0000FF,3578 (interacts with) 3243
1126,1359,3579,1359,84.0,#0000FF,3579 (interacts with) 1359
1127,2559,3579,2559,55.2,#FFA500,3579 (interacts with) 2559
1128,2058,3580,2058,75.2,#FFA500,3580 (interacts with) 2058
1129,3279,3580,3279,150.8,#0000FF,3580 (interacts with) 3279
1130,3426,3581,3426,163.2,#0000FF,3581 (interacts with) 3426
1131,2055,3581,2055,73.4,#FFA500,3581 (interacts with) 2055
1132,1895,3582,1895,51.0,#0000FF,3582 (interacts with) 1895
1133,2706,3582,2706,43.0,#FFA500,3582 (interacts with) 2706
1134,50,3583,50,128.2,#FFA500,3583 (interacts with) 50
1135,3232,3583,3232,189.2,#0000FF,3583 (interacts with) 3232
1136,688,3584,688,84.4,#0000FF,3584 (interacts with) 688
1137,2468,3584,2468,53.8,#FFA500,3584 (interacts with) 2468
1138,919,3585,919,99.2,#0000FF,3585 (interacts with) 919
1139,2853,3585,2853,46.0,#FFA500,3585 (interacts with) 2853
1140,3123,3586,3123,126.8,#0000FF,3586 (interacts with) 3123
1141,3443,3586,3443,124.2,#FFA500,3586 (interacts with) 3443
1142,1695,3587,1695,66.8,#FFA500,3587 (interacts with) 1695
1143,3477,3587,3477,117.0,#0000FF,3587 (interacts with) 3477
1144,344,3588,344,98.8,#0000FF,3588 (interacts with) 344
1145,2231,3588,2231,55.8,#FFA500,3588 (interacts with) 2231
1146,2818,3589,2818,49.4,#FFC0CB,3589 (interacts with) 2818
1147,2814,3589,2814,49.4,#FFC0CB,3589 (interacts with) 2814
1148,3038,3590,3038,286.8,#FFC0CB,3590 (interacts with) 3038
1149,3100,3590,3100,286.8,#FFC0CB,3590 (interacts with) 3100
1150,751,3591,751,99.8,#0000FF,3591 (interacts with) 751
1151,2827,3591,2827,53.8,#FFA500,3591 (interacts with) 2827
1152,780,3592,780,74.8,#0000FF,3592 (interacts with) 780
1153,1421,3592,1421,57.4,#FFA500,3592 (interacts with) 1421
1154,1017,3593,1017,68.6,#FFA500,3593 (interacts with) 1017
1155,3367,3593,3367,151.0,#0000FF,3593 (interacts with) 3367
1156,2707,3594,2707,44.2,#FFA500,3594 (interacts with) 2707
1157,3155,3594,3155,107.8,#0000FF,3594 (interacts with) 3155
1158,359,3595,359,59.2,#FFA500,3595 (interacts with) 359
1159,3180,3595,3180,126.8,#0000FF,3595 (interacts with) 3180
1160,1112,3596,1112,63.2,#0000FF,3596 (interacts with) 1112
1161,1655,3596,1655,55.4,#FFA500,3596 (interacts with) 1655
1162,112,3597,112,157.6,#0000FF,3597 (interacts with) 112
1163,1620,3597,1620,63.4,#FFA500,3597 (interacts with) 1620
1164,1747,3598,1747,61.0,#FFA500,3598 (interacts with) 1747
1165,1534,3598,1534,70.0,#0000FF,3598 (interacts with) 1534
1166,2959,3599,2959,54.0,#FFC0CB,3599 (interacts with) 2959
1167,3011,3599,3011,54.0,#FFC0CB,3599 (interacts with) 3011
1168,1886,3600,1886,62.6,#0000FF,3600 (interacts with) 1886
1169,2455,3600,2455,54.4,#FFA500,3600 (interacts with) 2455
1170,3411,3601,3411,179.8,#0000FF,3601 (interacts with) 3411
1171,1585,3601,1585,57.8,#FFA500,3601 (interacts with) 1585
1172,144,3602,144,139.4,#0000FF,3602 (interacts with) 144
1173,992,3602,992,70.4,#FFA500,3602 (interacts with) 992
1174,1478,3603,1478,50.0,#FFA500,3603 (interacts with) 1478
1175,2139,3603,2139,50.6,#0000FF,3603 (interacts with) 2139
1176,127,3604,127,116.6,#0000FF,3604 (interacts with) 127
1177,251,3604,251,114.8,#FFA500,3604 (interacts with) 251
1178,1734,3605,1734,48.0,#FFA500,3605 (interacts with) 1734
1179,727,3605,727,67.8,#0000FF,3605 (interacts with) 727
1180,1861,3606,1861,54.6,#FFA500,3606 (interacts with) 1861
1181,1526,3606,1526,58.0,#0000FF,3606 (interacts with) 1526
1182,3317,3607,3317,113.6,#0000FF,3607 (interacts with) 3317
1183,308,3607,308,104.0,#FFA500,3607 (interacts with) 308
1184,632,3608,632,83.2,#FFA500,3608 (interacts with) 632
1185,456,3608,456,85.8,#0000FF,3608 (interacts with) 456
1186,3408,3609,3408,144.4,#0000FF,3609 (interacts with) 3408
1187,1254,3609,1254,64.8,#FFA500,3609 (interacts with) 1254
1188,97,3610,97,146.2,#0000FF,3610 (interacts with) 97
1189,283,3610,283,108.8,#FFA500,3610 (interacts with) 283
1190,1957,3611,1957,46.6,#FFA500,3611 (interacts with) 1957
1191,1363,3611,1363,56.2,#0000FF,3611 (interacts with) 1363
1192,1896,3612,1896,58.6,#FFA500,3612 (interacts with) 1896
1193,3360,3612,3360,169.0,#0000FF,3612 (interacts with) 3360
1194,1276,3613,1276,72.0,#FFA500,3613 (interacts with) 1276
1195,1075,3613,1075,77.8,#0000FF,3613 (interacts with) 1075
1196,3218,3614,3218,116.4,#0000FF,3614 (interacts with) 3218
1197,1988,3614,1988,46.6,#FFA500,3614 (interacts with) 1988
1198,1449,3615,1449,56.0,#FFA500,3615 (interacts with) 1449
1199,882,3615,882,90.6,#0000FF,3615 (interacts with) 882
1200,2023,3616,2023,47.0,#FFA500,3616 (interacts with) 2023
1201,1897,3616,1897,47.6,#0000FF,3616 (interacts with) 1897
1202,770,3617,770,107.4,#0000FF,3617 (interacts with) 770
1203,479,3617,479,99.2,#FFA500,3617 (interacts with) 479
1204,2506,3618,2506,52.6,#FFA500,3618 (interacts with) 2506
1205,1660,3618,1660,64.6,#0000FF,3618 (interacts with) 1660
1206,3116,3619,3116,169.0,#FFA500,3619 (interacts with) 3116
1207,3494,3619,3494,260.6,#0000FF,3619 (interacts with) 3494
1208,2985,3620,2985,43.6,#FFA500,3620 (interacts with) 2985
1209,1190,3620,1190,87.2,#0000FF,3620 (interacts with) 1190
1210,3407,3621,3407,161.8,#0000FF,3621 (interacts with) 3407
1211,3107,3621,3107,130.6,#FFA500,3621 (interacts with) 3107
1212,5,3622,5,178.0,#0000FF,3622 (interacts with) 5
1213,666,3622,666,82.6,#FFA500,3622 (interacts with) 666
1214,2824,3623,2824,57.6,#0000FF,3623 (interacts with) 2824
1215,2973,3623,2973,45.2,#FFA500,3623 (interacts with) 2973
1216,2280,3624,2280,51.8,#0000FF,3624 (interacts with) 2280
1217,2510,3624,2510,45.2,#FFA500,3624 (interacts with) 2510
1218,663,3625,663,96.6,#0000FF,3625 (interacts with) 663
1219,776,3625,776,92.6,#FFA500,3625 (interacts with) 776
1220,2339,3626,2339,57.4,#0000FF,3626 (interacts with) 2339
1221,2884,3626,2884,44.8,#FFA500,3626 (interacts with) 2884
1222,2779,3627,2779,50.0,#FFA500,3627 (interacts with) 2779
1223,1831,3627,1831,57.8,#0000FF,3627 (interacts with) 1831
1224,1725,3628,1725,62.0,#FFA500,3628 (interacts with) 1725
1225,972,3628,972,70.8,#0000FF,3628 (interacts with) 972
1226,1721,3629,1721,80.0,#0000FF,3629 (interacts with) 1721
1227,2785,3629,2785,61.6,#FFA500,3629 (interacts with) 2785
1228,2079,3630,2079,58.0,#0000FF,3630 (interacts with) 2079
1229,2515,3630,2515,51.4,#FFA500,3630 (interacts with) 2515
1230,2494,3631,2494,48.8,#0000FF,3631 (interacts with) 2494
1231,2693,3631,2693,47.8,#FFA500,3631 (interacts with) 2693
1232,930,3632,930,101.2,#FFA500,3632 (interacts with) 930
1233,418,3632,418,123.8,#0000FF,3632 (interacts with) 418
1234,2287,3633,2287,50.4,#FFA500,3633 (interacts with) 2287
1235,1697,3633,1697,64.4,#0000FF,3633 (interacts with) 1697
1236,271,3634,271,109.6,#0000FF,3634 (interacts with) 271
1237,876,3634,876,67.0,#FFA500,3634 (interacts with) 876
1238,2164,3635,2164,63.4,#FFA500,3635 (interacts with) 2164
1239,3126,3635,3126,158.8,#0000FF,3635 (interacts with) 3126
1240,3057,3636,3057,286.8,#FFC0CB,3636 (interacts with) 3057
1241,3171,3636,3171,286.8,#FFC0CB,3636 (interacts with) 3171
1242,3281,3637,3281,132.2,#0000FF,3637 (interacts with) 3281
1243,1600,3637,1600,46.0,#FFA500,3637 (interacts with) 1600
1244,887,3638,887,80.6,#FFA500,3638 (interacts with) 887
1245,602,3638,602,85.6,#0000FF,3638 (interacts with) 602
1246,2034,3639,2034,51.0,#0000FF,3639 (interacts with) 2034
1247,2068,3639,2068,50.0,#FFA500,3639 (interacts with) 2068
1248,2727,3640,2727,44.0,#FFA500,3640 (interacts with) 2727
1249,2656,3640,2656,45.8,#0000FF,3640 (interacts with) 2656
1250,3288,3641,3288,106.0,#0000FF,3641 (interacts with) 3288
1251,2409,3641,2409,51.6,#FFA500,3641 (interacts with) 2409
1252,1083,3642,1083,54.6,#0000FF,3642 (interacts with) 1083
1253,2483,3642,2483,49.6,#FFA500,3642 (interacts with) 2483
1254,721,3643,721,116.2,#FFA500,3643 (interacts with) 721
1255,296,3643,296,148.2,#0000FF,3643 (interacts with) 296
1256,3435,3644,3435,198.4,#0000FF,3644 (interacts with) 3435
1257,2091,3644,2091,51.0,#FFA500,3644 (interacts with) 2091
1258,2769,3645,2769,43.6,#FFA500,3645 (interacts with) 2769
1259,2367,3645,2367,52.8,#0000FF,3645 (interacts with) 2367
1260,2830,3646,2830,44.6,#FFA500,3646 (interacts with) 2830
1261,762,3646,762,103.2,#0000FF,3646 (interacts with) 762
1262,2623,3647,2623,49.2,#FFA500,3647 (interacts with) 2623
1263,3359,3647,3359,151.8,#0000FF,3647 (interacts with) 3359
1264,1976,3648,1976,54.4,#FFA500,3648 (interacts with) 1976
1265,1016,3648,1016,67.0,#0000FF,3648 (interacts with) 1016
1266,289,3649,289,113.0,#0000FF,3649 (interacts with) 289
1267,1323,3649,1323,43.0,#FFA500,3649 (interacts with) 1323
1268,294,3650,294,95.4,#FFA500,3650 (interacts with) 294
1269,313,3650,313,106.2,#0000FF,3650 (interacts with) 313
1270,608,3651,608,86.2,#FFA500,3651 (interacts with) 608
1271,202,3651,202,106.6,#0000FF,3651 (interacts with) 202
1272,1823,3652,1823,60.4,#0000FF,3652 (interacts with) 1823
1273,1975,3652,1975,46.0,#FFA500,3652 (interacts with) 1975
1274,749,3653,749,87.2,#FFA500,3653 (interacts with) 749
1275,3147,3653,3147,127.2,#0000FF,3653 (interacts with) 3147
1276,2850,3654,2850,52.4,#FFA500,3654 (interacts with) 2850
